"original.names","new.name","short.name","description","original.features","design.logical","design.logical.statistical","modification.IDs","associated.modification.IDs.without.resulting.action","known.remaining.dependencies.after.statistical.treatment","suspected.but.untestable.dependencies","networks.of.dependencies","recode.operation.type","condition.human.readable","condition.if.feature.conditioned","first.priority.feature.if.merged","second.priority.feature.if.merged","third.priority.feature.if.merged","fourth.priority.feature.if.merged","recode.operation.Rcode","original.states","new.states","recode.pattern","domain"
"autotyp_MaximallyInflectedVerbSynthesis_MaximallyInflectedVerbSynthesis_VerbHasVerbIncorporation","rec_C_autotyp_MaximallyInflectedVerbSynthesis_MaximallyInflectedVerbSynthesis_VerbHasVerbIncorporation","TLI0888","Does the maximally inflected verb have verb incorporation, if there is morphological tense-aspect inflection at all?",FALSE,FALSE,TRUE,"S-SYN-05","","","","","recode group 5 (simple conditioning)","if morphological tense-aspect inflection present","rec_dma+WALS_69A+autotyp_GrammaticalMarkersPerLanguage_TenseMarkerFusion+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryAE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryAspect+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMA+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAME+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAM+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTA+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMTN+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTense+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTM+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTN_1 == TRUE","","","","","","1 True;2 False;3 ?","","","Morphosyntax"
"autotyp_MaximallyInflectedVerbSynthesis_MaximallyInflectedVerbSynthesis_VerbInflectionExponenceType","rec_C_autotyp_MaximallyInflectedVerbSynthesis_MaximallyInflectedVerbSynthesis_VerbInflectionExponenceType","TLI0889","What is the exponence of the maximally inflected verb, if the number of formatives in verb inflection is not low?",FALSE,FALSE,TRUE,"S-SYN-03","S-SYN-01-C;S-SYN-02-C","","","fusional/agglutinative","recode group 5 (simple conditioning)","if number of formatives in verb inflection not low","rec_a_autotyp_MaximallyInflectedVerbSynthesis_MaximallyInflectedVerbSynthesis_VerbInflectionMaxFormativeCount %in% 3-8, 9+","","","","","","1 separative;2 distributive;3 cumulative;4 ?","","","Morphosyntax"
"autotyp_MorphologyPerLanguage_HasAnyPolyexponenceForVerbs","rec_C_autotyp_MorphologyPerLanguage_HasAnyPolyexponenceForVerbs","TLI0890","Is there any polyexponence for verbs, if verb agreement is present?",FALSE,FALSE,TRUE,"S-MOR-05","S-MOR-01-C;S-MOR-06-C;S-MOR-08-C;S-SYN-01-C","S-MOR-01-C","S-MOR-08-C","fusional/agglutinative","recode group 5 (simple conditioning)","if verb agreement present","rec_ma+autotyp_MorphologyPerLanguage_HasAnyVerbAgreement+WALS_29A+WALS_101A+WALS_102A+WALS_103A == TRUE","","","","","","1 true;2 false;3 ?","","","Morphosyntax"
"lexibank_FatherWithP","rec_c_lexibank_FatherWithP","TLI0891","Does ""father"" start with a p-sound, if bilabials are not absent?",FALSE,TRUE,TRUE,"D-LEXMOD-03","","","","","recode group 5 (simple conditioning)","if bilabials not absent","rec_dma+WALS_18A+PHOIBLE_BAF_bilabials_presence_1 != FALSE","","","","","","1 True;2 False;3 ?","","","Lexicon"
"lexibank_MotherWithM","rec_c_lexibank_MotherWithM","TLI0892","Does ""mother"" start with an m-sound, if nasals are not absent?",FALSE,TRUE,TRUE,"D-LEXMOD-02","","","","","recode group 5 (simple conditioning)","if nasals not absent","rec_dma+WALS_18A+PHOIBLE_BAF_nasals_presence_3 != FALSE","","","","","","1 True;2 False;3 ?","","","Lexicon"
"lexibank_WindWithF","rec_c_lexibank_WindWithF","TLI0893","Does ""wind"" start with an f-sound, if fricatives are present?",FALSE,TRUE,TRUE,"D-LEXMOD-01","","","","","recode group 5 (simple conditioning)","if fricatives present","rec_dma+WALS_18A+PHOIBLE_BAF_fricatives_presence_2 == TRUE","","","","","","1 True;2 False;3 ?","","","Lexicon"
"PHOIBLE_BAF_affricates_presence","rec_C_PHOIBLE_BAF_affricates_presence","TLI0894","Are affricates present, if fricatives are present?",FALSE,FALSE,TRUE,"S-PHO-12","S-PHO-33-C","","","syllable structure/consonant inventory","recode group 5 (simple conditioning)","if fricatives present","rec_dma+WALS_18A+PHOIBLE_BAF_fricatives_presence_2 == TRUE","","","","","","1 TRUE;2 FALSE;3 ?","","","Phonology"
"PHOIBLE_BAF_labiodentals_presence","rec_C_PHOIBLE_BAF_labiodentals_presence","TLI0895","Are labiodentals present, if fricatives are present?",FALSE,FALSE,TRUE,"S-PHO-18","","","","","recode group 5 (simple conditioning)","if fricatives present","rec_dma+WALS_18A+PHOIBLE_BAF_fricatives_presence_2 == TRUE","","","","","","1 TRUE;2 FALSE;3 ?","","","Phonology"
"PHOIBLE_BAF_stridents_presence","rec_c_PHOIBLE_BAF_stridents_presence","TLI0896","Are sibilants present? (i.e., are stridents present, if fricatives are present)",FALSE,TRUE,TRUE,"D-PHON-06","","","","","recode group 5 (simple conditioning)","if fricatives present","rec_dma+WALS_18A+PHOIBLE_BAF_fricatives_presence_2 == TRUE","","","","","","1 TRUE;2 FALSE;3 ?","","","Phonology"
"WALS_102A Verbal Person Marking","rec_c_WALS_102A","TLI0898","Are A, P, A or P or both A and P marked on the verb, if there is verb agreement and person marking at all?",FALSE,TRUE,TRUE,"D-WALSMOD-23","D-WALSMOD-24;S-MOR-40;S-MOR-41;S-MOR-42","","S-MOR-40;S-MOR-41;S-MOR-42","alignment","recode group 11 (simple recode - simple conditioning)","if verb agreement present and if person marking present","rec_ma+autotyp_MorphologyPerLanguage_HasAnyVerbAgreement+WALS_29A+WALS_101A+WALS_102A+WALS_103A == TRUE","","","","","","1 No person marking;2 Only the A argument;3 Only the P argument;4 Both the A and P arguments;5 A or P argument;6 ?","Only the A argument;Only the P argument;Both the A and P arguments;A or P argument;NA;?","2-3-4-5-1-6","Morphosyntax"
"WALS_29A Syncretism in Verbal Person/Number Marking","rec_c_WALS_29A","TLI0899","Can subject person/number marking be syncretic, if there is verb agreement at all?",FALSE,TRUE,TRUE,"D-WALSMOD-21","","","","","recode group 11 (simple recode - simple conditioning)","if verb agreement present and if verbal person/number marking present","rec_ma+autotyp_MorphologyPerLanguage_HasAnyVerbAgreement+WALS_29A+WALS_101A+WALS_102A+WALS_103A == TRUE","","","","","","1 Syncretic;2 Not syncretic;3 No subject person/number marking;4 ?","syncretic;not syncretic;NA;?","1-2-3-4","Morphosyntax"
"WALS_31A Sex-based and Non-sex-based Gender Systems","rec_c_WALS_31A","TLI0900","Is there a sex-based noun gender system, if there is gender?",FALSE,TRUE,TRUE,"D-WALSMOD-07","S-GEN-2","","","","recode group 11 (simple recode - simple conditioning)","if gender present","rec_dma+WALS_30A+autotyp_Gender_HasGender_1 == TRUE","","","","","","1 No gender;2 Sex-based;3 Non-sex-based;4 ?","TRUE;FALSE;NA;?","2-3-1-4","Morphosyntax"
"WALS_32A Systems of Gender Assignment","rec_c_WALS_32A","TLI0901","Are systems of nominal gender assignment semantic or semantic and formal, if there is gender?",FALSE,TRUE,TRUE,"D-WALSMOD-08","","","","","recode group 11 (simple recode - simple conditioning)","if gender present","rec_dma+WALS_30A+autotyp_Gender_HasGender_1 == TRUE","","","","","","1 No gender;2 Semantic;3 Semantic and formal;4 ?","semantic;semantic and formal;NA;?","2-3-1-4","Morphosyntax"
"WALS_67A The Future Tense","rec_c_WALS_67A","TLI0902","Is there an inflectional future tense, if tense is present?",FALSE,TRUE,TRUE,"D-WALSMOD-28","S-TAME-12;S-TAME-14","S-TAME-12","","isolating/affixing","recode group 5 (simple conditioning)","if tense present","rec_ma+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMTN+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTA+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAM+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAME+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTense+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTM+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTN+WALS_66A+WALS_67A+WALS_68A+WALS_79A == TRUE","","","","","","1 No inflectional future;2 Inflectional future exists;3 ?","","","Morphosyntax"
"autotyp_Alienability_NPAlienableClassesCount","rec_ca_autotyp_Alienability_NPAlienableClassesCount","TLI0903","Are there 1 or more alienable classes, if there are alienable classes?",FALSE,TRUE,TRUE,"D-AUTOTYPMOD-02","D-POV-025","","","","recode group 11 (simple recode - simple conditioning)","if alienable classes present","o_autotyp_Alienability_NPHasAlienableClasses == true","","","","","","1 0;2 1;3 2;4 3;5 4;6 ?","1;2 or more;NA;?","2-3/4/5-1-6","Morphosyntax"
"autotyp_Alienability_NPInalienableClassesCount","rec_ca_autotyp_Alienability_NPInalienableClassesCount","TLI0904","Are there 1, 2 or more inalienable classes, if there are inalienable classes?",FALSE,TRUE,TRUE,"D-AUTOTYPMOD-01","D-POV-025","","","","recode group 11 (simple recode - simple conditioning)","if inalienable classes present","o_autotyp_Alienability_NPHasInalienableClasses == true","","","","","","1 0;2 1;3 2;4 3;5 4;6 12;7 20;8 31;9 ?","1;2;3 or more;NA;?","2-3-4/5/6/7/8-1-9","Morphosyntax"
"WALS_49A Number of Cases","rec_ca_WALS_49A","TLI0905","How extensive is the case system (small, mid, large or very large), if case is present?",FALSE,TRUE,TRUE,"D-WALSMOD-05","S-CAS-01;S-WOO-01;S-CAS-02","","","alignment","recode group 11 (simple recode - simple conditioning)","if case (WALS definition) present","rec_ma+WALS_49A+WALS_50A+WALS_51A == TRUE","","","","","","1 No morphological case-marking;2 Exclusively borderline case-marking;3 2 cases;4 3 cases;5 4 cases;6 5 cases;7 6-7 cases;8 8-9 cases;9 10 or more cases;10 ?","small (2-3 cases);mid (4-5 cases);large (6-9 cases);very large (10 or more);NA;?","3/4-5/6-7/8-9-1-2/10","Morphosyntax"
"WALS_50A Asymmetrical Case-Marking","rec_ca_WALS_50A","TLI0906","Is case symmetrical, syncretic or asymmetrical, if morphological case is present?",FALSE,TRUE,TRUE,"D-WALSMOD-06","S-CAS-02","","","fusional/agglutinative","recode group 1 (simple recode)","if case present in NPs (implicit only, because high-level case feature about nominal case specifically)","","","","","","","1 No case-marking;2 Symmetrical;3 Syncretism in relevant NP-types;4 Subtractive-quantitatively asymmetrical;5 Additive-quantitatively asymmetrical;6 Qualitatively asymmetrical;7 ?","symmetrical;syncretism;asymmetrical;NA;?","2-3-4/5/6-1-7","Morphosyntax"
"WALS_68A The Perfect","rec_ca_WALS_68A_1","TLI0907","Is there a perfect tense, if tense is present?",FALSE,TRUE,TRUE,"D-DECOMP-33","S-TAME-13","","","","recode group 11 (simple recode - simple conditioning)","if tense present","rec_ma+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMTN+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTA+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAM+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAME+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTense+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTM+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTN+WALS_66A+WALS_67A+WALS_68A+WALS_79A == TRUE","","","","","","1 From possessive;2 From 'finish', 'already';3 Other perfect;4 No perfect;5 ?","FALSE;TRUE;?","4-1/2/3-5","Morphosyntax"
"autotyp_AlignmentForDefaultPredicatesPerLanguage_HasCategoryConditionedSplitsForAgreement","rec_cC_autotyp_AlignmentForDefaultPredicatesPerLanguage_HasCategoryConditionedSplitsForAgreement","TLI0908","Are there category conditioned splits for agreement, if there is verb agreement and if morphological tense-aspect inflection is present?",FALSE,FALSE,TRUE,"S-TAME-23","","","","alignment","recode group 7 (multiple conditioning)","if verb agreement present and if morphological tense-aspect inflection present","rec_ma+autotyp_MorphologyPerLanguage_HasAnyVerbAgreement+WALS_29A+WALS_101A+WALS_102A+WALS_103A == TRUE & rec_dma+WALS_69A+autotyp_GrammaticalMarkersPerLanguage_TenseMarkerFusion+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryAE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryAspect+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMA+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAME+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAM+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTA+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMTN+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTense+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTM+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTN_1 == TRUE","","","","","","1 true;2 false;3 ?","","","Morphosyntax"
"autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryApplicative","rec_cc_autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryApplicative","TLI0909","Is there applicative marking on the fully inflected verb, if there is valency marking on the fully inflected verb and if there are applicative constructions?",FALSE,TRUE,TRUE,"D-AUTOTYPMOD-18","D-POV-064","","","","recode group 7 (multiple conditioning)","if valency marking present and if applicative constructions present","rec_ma+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryApplicative+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryCausative+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryRECIP+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReflexive+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReflexiveAndReciprocal+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryValence+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryVersion+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryVoice == TRUE & rec_ma+WALS_109B+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryApplicative == TRUE","","","","","","1 true;2 false;3 ?","","","Morphosyntax"
"autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryAspect","rec_cc_autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryAspect","TLI0910","Can aspect be marked alone on the fully inflected verb, if aspect is marked on the fully inflected verb?",FALSE,TRUE,TRUE,"D-AUTOTYPMOD-11","D-POV-064","","","","recode group 15 (multiple conditioning [conditioned feature])","if aspect present on fully inflected verb and if morphological tense-aspect inflection present","rec_mca+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryAE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryAspect+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMA+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAME+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAM+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTA == TRUE & rec_dma+WALS_69A+autotyp_GrammaticalMarkersPerLanguage_TenseMarkerFusion+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryAE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryAspect+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMA+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAME+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAM+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTA+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMTN+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTense+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTM+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTN_1 == TRUE","","","","","","1 true;2 false;3 ?","","","Morphosyntax"
"autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReflexive","rec_cC_autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReflexive","TLI0911","Is there reflexive marking on the fully inflected verb, if there is valency marking on the fully inflected verb and if verb agreement is present?",FALSE,FALSE,TRUE,"S-REF-01","S-REF-02-C","","S-REF-02-C","","recode group 7 (multiple conditioning)","if valency marking present and if verb agreement present","rec_ma+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryApplicative+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryCausative+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryRECIP+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReflexive+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryReflexiveAndReciprocal+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryValence+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryVersion+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryVoice == TRUE & rec_ma+autotyp_MorphologyPerLanguage_HasAnyVerbAgreement+WALS_29A+WALS_101A+WALS_102A+WALS_103A == TRUE","","","","","","1 true;2 false;3 ?","","","Morphosyntax"
"autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTense","rec_cc_autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTense","TLI0912","Can tense be marked alone on the fully inflected verb, if tense is marked on the fully inflected verb?",FALSE,TRUE,TRUE,"D-AUTOTYPMOD-12","S-TAME-21;D-POV-064","S-TAME-21","","","recode group 15 (multiple conditioning [conditioned feature])","if tense present on fully inflected verb and if morphological tense-aspect inflection present","rec_mcca+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMTN+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTA+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAM+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAME+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTense+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTM+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTN == TRUE & rec_dma+WALS_69A+autotyp_GrammaticalMarkersPerLanguage_TenseMarkerFusion+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryAE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryAspect+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMA+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAME+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTAM+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTA+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryMTN+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTE+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTense+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTM+autotyp_MaximallyInflectedVerbInflectionCategoriesAggregatedPresence_IsInflectedForCategoryTN_1 == TRUE","","","","","","1 true;2 false;3 ?","","","Morphosyntax"
"PHOIBLE_BAF_aspiratedFricatives_presence","rec_cc_PHOIBLE_BAF_aspiratedFricatives_presence","TLI0913","Are aspirated fricatives present, if aspiration is present and if fricatives are present?",FALSE,TRUE,TRUE,"D-PHON-05","","","","","recode group 7 (multiple conditioning)","if fricatives present and if aspiration present","rec_dma+WALS_18A+PHOIBLE_BAF_fricatives_presence_2 == TRUE & o_PHOIBLE_BAF_aspirated_presence == TRUE","","","","","","1 TRUE;2 FALSE;3 ?","","","Phonology"
"PHOIBLE_BAF_palatalLaterals_presence","rec_cc_PHOIBLE_BAF_palatalLaterals_presence","TLI0914","Are palatal laterals present, if laterals and palatal sonorants are present?",FALSE,TRUE,TRUE,"D-PHON-02","","","","","recode group 7 (multiple conditioning)","if laterals present and if palatalized sonorants present","rec_dma+WALS_8A+PHOIBLE_BAF_laterals_presence_1 == TRUE & o_PHOIBLE_BAF_palatalAndPalatalizedSonorants_presence == TRUE","","","","","","1 TRUE;2 FALSE;3 ?","","","Phonology"
"WALS_68A The Perfect","rec_cc_WALS_68A_2","TLI0915","What type of perfect tense is there, if the perfect is present?",FALSE,TRUE,TRUE,"D-DECOMP-33","","","","","recode group 13 (simple conditioning [conditioned feature])","if perfect tense present","rec_ca_WALS_68A_1 == TRUE","","","","","","1 Other perfect;2 No perfect;3 From possessive;4 From 'finish', 'already';5 ?","Other perfect;NA;From possessive;From 'finish', 'already';?","","Morphosyntax"
